latitude,longitude,humidity
38.964443426182115,-100.96417863181696,53.79999923706055
38.964443426182115,-99.0238176181188,72.19999694824219
38.964443426182115,-97.01159138169106,70.5999984741211
38.964443426182115,-94.99936514526334,73.69999694824219
38.964443426182115,-92.98713890883562,77.80000305175781
38.964443426182115,-90.97491267240788,79.4000015258789
38.964443426182115,-89.03455165870972,70.69999694824219
38.964443426182115,-87.022325422282,64.19999694824219
38.964443426182115,-85.01009918585426,70.5
38.964443426182115,-82.99787294942652,61.0
38.964443426182115,-80.9856467129988,47.79999923706055
38.964443426182115,-78.97342047657108,50.20000076293945
38.964443426182115,-77.0330594628729,44.70000076293945
38.964443426182115,-75.02083322644518,62.70000076293945
40.97666966260984,-123.0268020097924,49.400001525878906
40.97666966260984,-121.01457577336468,54.20000076293945
40.97666966260984,-119.00234953693695,62.70000076293945
40.97666966260984,-116.99012330050923,59.400001525878906
40.97666966260984,-114.9778970640815,65.30000305175781
40.97666966260984,-112.96567082765377,54.400001525878906
40.97666966260984,-111.0253098139556,43.70000076293945
40.97666966260984,-109.01308357752788,67.5999984741211
40.97666966260984,-107.00085734110014,64.4000015258789
40.97666966260984,-104.98863110467242,46.20000076293945
40.97666966260984,-102.97640486824469,53.29999923706055
40.97666966260984,-100.96417863181696,60.599998474121094
40.97666966260984,-99.0238176181188,85.9000015258789
40.97666966260984,-97.01159138169106,80.0999984741211
40.97666966260984,-94.99936514526334,77.0999984741211
40.97666966260984,-92.98713890883562,83.19999694824219
40.97666966260984,-90.97491267240788,75.0999984741211
40.97666966260984,-89.03455165870972,81.69999694824219
40.97666966260984,-87.022325422282,83.5999984741211
40.97666966260984,-85.01009918585426,86.80000305175781
40.97666966260984,-82.99787294942652,75.0
40.97666966260984,-80.9856467129988,73.0
40.97666966260984,-78.97342047657108,55.099998474121094
40.97666966260984,-77.0330594628729,52.099998474121094
40.97666966260984,-75.02083322644518,49.400001525878906
40.97666966260984,-73.00860699001746,64.4000015258789
42.988895899037566,-123.0268020097924,66.5
42.988895899037566,-121.01457577336468,60.20000076293945
42.988895899037566,-119.00234953693695,71.30000305175781
42.988895899037566,-116.99012330050923,65.5
42.988895899037566,-114.9778970640815,64.30000305175781
42.988895899037566,-112.96567082765377,77.4000015258789
42.988895899037566,-111.0253098139556,64.4000015258789
42.988895899037566,-109.01308357752788,49.0
42.988895899037566,-107.00085734110014,83.19999694824219
42.988895899037566,-104.98863110467242,82.5999984741211
42.988895899037566,-102.97640486824469,75.4000015258789
42.988895899037566,-100.96417863181696,77.5999984741211
42.988895899037566,-99.0238176181188,82.5
42.988895899037566,-97.01159138169106,75.9000015258789
42.988895899037566,-94.99936514526334,79.5
42.988895899037566,-92.98713890883562,77.9000015258789
42.988895899037566,-90.97491267240788,82.30000305175781
42.988895899037566,-89.03455165870972,91.19999694824219
42.988895899037566,-85.01009918585426,83.5999984741211
42.988895899037566,-82.99787294942652,84.4000015258789
42.988895899037566,-78.97342047657108,64.0999984741211
42.988895899037566,-77.0330594628729,55.900001525878906
42.988895899037566,-75.02083322644518,53.599998474121094
42.988895899037566,-73.00860699001746,56.599998474121094
42.988895899037566,-70.99638075358973,54.400001525878906
45.001122135465295,-123.0268020097924,88.4000015258789
45.001122135465295,-121.01457577336468,86.4000015258789
45.001122135465295,-119.00234953693695,74.0
45.001122135465295,-116.99012330050923,68.4000015258789
45.001122135465295,-114.9778970640815,56.70000076293945
45.001122135465295,-112.96567082765377,63.29999923706055
45.001122135465295,-111.0253098139556,59.900001525878906
45.001122135465295,-109.01308357752788,74.30000305175781
45.001122135465295,-107.00085734110014,76.30000305175781
45.001122135465295,-104.98863110467242,78.19999694824219
45.001122135465295,-102.97640486824469,73.9000015258789
45.001122135465295,-100.96417863181696,68.5
45.001122135465295,-99.0238176181188,59.79999923706055
45.001122135465295,-97.01159138169106,64.30000305175781
45.001122135465295,-94.99936514526334,70.4000015258789
45.001122135465295,-92.98713890883562,77.9000015258789
45.001122135465295,-90.97491267240788,87.5
45.001122135465295,-89.03455165870972,86.19999694824219
45.001122135465295,-85.01009918585426,82.30000305175781
45.001122135465295,-75.02083322644518,66.30000305175781
45.001122135465295,-73.00860699001746,58.70000076293945
45.001122135465295,-70.99638075358973,68.80000305175781
47.013348371893024,-123.0268020097924,81.5
47.013348371893024,-121.01457577336468,88.69999694824219
47.013348371893024,-119.00234953693695,87.9000015258789
47.013348371893024,-116.99012330050923,78.5999984741211
47.013348371893024,-114.9778970640815,75.4000015258789
47.013348371893024,-112.96567082765377,77.19999694824219
47.013348371893024,-111.0253098139556,89.19999694824219
47.013348371893024,-109.01308357752788,64.0999984741211
47.013348371893024,-107.00085734110014,76.0
47.013348371893024,-104.98863110467242,79.0999984741211
47.013348371893024,-102.97640486824469,72.30000305175781
47.013348371893024,-100.96417863181696,65.19999694824219
47.013348371893024,-99.0238176181188,61.79999923706055
47.013348371893024,-97.01159138169106,65.69999694824219
47.013348371893024,-94.99936514526334,67.19999694824219
47.013348371893024,-92.98713890883562,75.5
47.013348371893024,-90.97491267240788,80.5999984741211
47.013348371893024,-89.03455165870972,81.4000015258789
49.02557460832075,-123.0268020097924,77.0
49.02557460832075,-121.01457577336468,71.9000015258789
49.02557460832075,-119.00234953693695,92.19999694824219
49.02557460832075,-116.99012330050923,90.4000015258789
49.02557460832075,-114.9778970640815,83.0
49.02557460832075,-112.96567082765377,84.0999984741211
49.02557460832075,-111.0253098139556,92.80000305175781
49.02557460832075,-109.01308357752788,90.30000305175781
49.02557460832075,-107.00085734110014,81.4000015258789
49.02557460832075,-104.98863110467242,82.5
49.02557460832075,-102.97640486824469,80.0999984741211
49.02557460832075,-100.96417863181696,68.0
49.02557460832075,-99.0238176181188,69.30000305175781
49.02557460832075,-97.01159138169106,74.9000015258789
49.02557460832075,-94.99936514526334,68.80000305175781
