latitude,longitude,rain
40.97666966260984,-109.01308357752788,0.0
40.97666966260984,-107.00085734110014,0.0
40.97666966260984,-104.98863110467242,0.0
40.97666966260984,-102.97640486824469,0.0
40.97666966260984,-100.96417863181696,0.0
40.97666966260984,-99.0238176181188,0.0
40.97666966260984,-97.01159138169106,0.0
40.97666966260984,-94.99936514526334,0.0
40.97666966260984,-92.98713890883562,0.0
40.97666966260984,-90.97491267240788,0.800000011920929
40.97666966260984,-89.03455165870972,2.299999952316284
40.97666966260984,-87.022325422282,5.0
40.97666966260984,-85.01009918585426,21.100000381469727
40.97666966260984,-82.99787294942652,26.700000762939453
40.97666966260984,-80.9856467129988,18.5
40.97666966260984,-78.97342047657108,12.100000381469727
40.97666966260984,-77.0330594628729,6.400000095367432
40.97666966260984,-75.02083322644518,10.800000190734863
40.97666966260984,-73.00860699001746,20.299999237060547
42.988895899037566,-123.0268020097924,11.5
42.988895899037566,-121.01457577336468,4.0
42.988895899037566,-119.00234953693695,3.5
42.988895899037566,-116.99012330050923,0.0
42.988895899037566,-114.9778970640815,0.0
42.988895899037566,-112.96567082765377,0.0
42.988895899037566,-111.0253098139556,0.0
42.988895899037566,-109.01308357752788,0.0
42.988895899037566,-107.00085734110014,0.5
42.988895899037566,-104.98863110467242,0.0
42.988895899037566,-102.97640486824469,0.0
42.988895899037566,-100.96417863181696,0.0
42.988895899037566,-99.0238176181188,0.0
42.988895899037566,-97.01159138169106,0.0
42.988895899037566,-94.99936514526334,0.0
42.988895899037566,-92.98713890883562,0.0
42.988895899037566,-90.97491267240788,0.0
42.988895899037566,-89.03455165870972,0.30000001192092896
42.988895899037566,-85.01009918585426,2.4000000953674316
42.988895899037566,-82.99787294942652,4.599999904632568
42.988895899037566,-78.97342047657108,2.5999999046325684
42.988895899037566,-77.0330594628729,0.0
42.988895899037566,-75.02083322644518,18.200000762939453
42.988895899037566,-73.00860699001746,19.299999237060547
42.988895899037566,-70.99638075358973,10.300000190734863
45.001122135465295,-123.0268020097924,2.799999952316284
45.001122135465295,-121.01457577336468,1.7999999523162842
45.001122135465295,-119.00234953693695,1.5
45.001122135465295,-116.99012330050923,1.2999999523162842
45.001122135465295,-114.9778970640815,0.4000000059604645
45.001122135465295,-112.96567082765377,0.0
45.001122135465295,-111.0253098139556,0.0
45.001122135465295,-109.01308357752788,0.0
45.001122135465295,-107.00085734110014,0.0
45.001122135465295,-104.98863110467242,0.0
45.001122135465295,-102.97640486824469,0.0
45.001122135465295,-100.96417863181696,0.0
45.001122135465295,-99.0238176181188,0.0
45.001122135465295,-97.01159138169106,0.0
45.001122135465295,-94.99936514526334,0.0
45.001122135465295,-92.98713890883562,0.0
45.001122135465295,-90.97491267240788,0.30000001192092896
45.001122135465295,-89.03455165870972,0.0
45.001122135465295,-85.01009918585426,0.5
45.001122135465295,-75.02083322644518,2.200000047683716
45.001122135465295,-73.00860699001746,2.700000047683716
45.001122135465295,-70.99638075358973,2.0
47.013348371893024,-123.0268020097924,5.400000095367432
47.013348371893024,-121.01457577336468,1.5
47.013348371893024,-119.00234953693695,0.699999988079071
47.013348371893024,-116.99012330050923,1.2000000476837158
47.013348371893024,-114.9778970640815,0.0
47.013348371893024,-112.96567082765377,0.0
47.013348371893024,-111.0253098139556,1.399999976158142
47.013348371893024,-109.01308357752788,0.0
47.013348371893024,-107.00085734110014,0.0
47.013348371893024,-104.98863110467242,0.0
47.013348371893024,-102.97640486824469,0.0
47.013348371893024,-100.96417863181696,0.0
47.013348371893024,-99.0238176181188,0.0
47.013348371893024,-97.01159138169106,0.0
47.013348371893024,-94.99936514526334,0.0
47.013348371893024,-92.98713890883562,0.0
47.013348371893024,-90.97491267240788,0.0
47.013348371893024,-89.03455165870972,0.8999999761581421
49.02557460832075,-123.0268020097924,0.4000000059604645
49.02557460832075,-121.01457577336468,2.0
49.02557460832075,-119.00234953693695,0.0
49.02557460832075,-116.99012330050923,0.0
49.02557460832075,-114.9778970640815,0.0
49.02557460832075,-112.96567082765377,0.0
49.02557460832075,-111.0253098139556,0.0
49.02557460832075,-109.01308357752788,1.2000000476837158
49.02557460832075,-107.00085734110014,1.0
49.02557460832075,-104.98863110467242,0.0
49.02557460832075,-102.97640486824469,0.0
49.02557460832075,-100.96417863181696,0.0
49.02557460832075,-99.0238176181188,0.0
49.02557460832075,-97.01159138169106,0.6000000238418579
49.02557460832075,-94.99936514526334,0.8999999761581421
