event_id,region,latitude,longitude,date,fire_radiative_power,confidence,brightness_temp,area_km2,frp_threshold,risk_level,fire_risk_score,weather_temperature,weather_wind_speed,weather_humidity,weather_precipitation
predicted_california_2023_4_671,california,36.22459235454062,-114.47227552127526,2023-04-15,35541.69124215109,99,373.2762621732841,42.61627058660135,100,extreme,70,32.70763522177019,3.9566667079925537,13.606666564941406,0.0
predicted_southwest_2023_4_673,southwest,35.10783024937211,-111.69753240019617,2023-04-15,31867.515855358342,85,394.796286939,37.18645841832061,100,high,68,29.244238809588175,4.62333345413208,14.916666984558104,0.0
predicted_southwest_2023_4_676,southwest,33.8704127871655,-103.85810136518235,2023-04-15,35688.99109871978,85,367.38633959900085,34.03646881526176,100,high,68,27.489625686655422,4.576666831970215,11.776666641235352,0.0933333337306976
predicted_southwest_2023_4_677,southwest,34.727862877798565,-102.810305007271,2023-04-15,33165.69749149622,85,371.14762561455166,35.84603455728231,100,high,68,29.12890192665367,5.110000133514404,13.863333702087402,0.2666666507720947
predicted_california_2023_4_693,california,36.20188629160475,-117.2420870188008,2023-04-15,27155.56144573057,85,359.75302356915006,36.04924344574395,100,high,60,26.034909618586575,3.2066667079925537,15.416666984558104,0.0133333336561918
predicted_southwest_2023_4_695,southwest,37.3065172216844,-113.57695007491144,2023-04-15,28058.6734342412,99,380.53121452523806,38.51650607855507,100,extreme,70,30.747436083500375,3.973333358764648,12.533333778381348,0.2033333331346511
predicted_southwest_2023_4_696,southwest,36.340548754080274,-110.20944764445711,2023-04-15,33536.50503120365,99,387.4106655145193,43.92914606174463,100,extreme,78,34.51577882155165,4.356666564941406,10.9399995803833,0.0900000035762786
predicted_southwest_2023_4_698,southwest,35.93774524018212,-105.64913145524926,2023-04-15,34632.33155356451,85,372.3795226297976,38.99545649115586,100,high,68,27.083804272165125,4.349999904632568,18.739999771118164,0.3966666758060455
predicted_americas_2023_4_700,americas,37.07242539201427,-101.89456583385703,2023-04-15,29894.54011003969,85,367.8271276055614,35.25940622357201,100,high,63,26.615633248986864,5.146666526794434,13.84000015258789,0.8600000143051147
predicted_california_2023_4_716,california,39.97874155415043,-118.5160328903341,2023-04-15,27294.854822507,85,366.0990912265464,34.56653647566671,100,high,60,29.584832537052556,3.383333206176758,18.773332595825195,0.0
predicted_americas_2023_4_724,americas,39.21030267032698,-101.52074588141012,2023-04-15,30267.13529613801,85,373.8937983615461,36.15837017679278,100,high,63,26.11640116537751,4.3466668128967285,15.50333309173584,0.5833333134651184
predicted_americas_2023_4_726,americas,37.90620046066611,-99.69883208642122,2023-04-15,32230.067851083586,85,362.00350488549066,40.29221980194555,100,high,68,26.163518683309885,5.733333110809326,17.84666633605957,0.2166666686534881
predicted_southwest_2023_4_749,southwest,41.37182355495694,-103.67436487547397,2023-04-15,30899.655825360176,85,372.00775131790556,34.76261348897937,100,high,63,29.414546927477037,4.486666679382324,18.8700008392334,0.6500000357627869
predicted_americas_2023_4_751,americas,42.31860593805539,-100.32446763783861,2023-04-15,31284.366060819633,85,375.9213739914547,39.75663901008859,100,high,68,25.764909944978097,5.753333568572998,19.03333282470703,0.2033333331346511
predicted_southwest_2023_5_849,southwest,31.295998659766013,-105.2742521448757,2023-05-15,31187.56374761461,99,383.065540677345,34.904648294799244,100,extreme,70,30.44999815824145,3.535483837127685,15.941935539245604,0.2129032164812088
predicted_california_2023_5_862,california,33.095240652216354,-114.1898248769427,2023-05-15,30568.569506527503,85,347.34787964001805,40.657365549456586,100,high,60,25.200038966416912,3.245161294937134,13.806451797485352,0.0
predicted_southwest_2023_5_864,southwest,32.72435902685959,-110.6523381250425,2023-05-15,25910.80054618875,85,371.5225065187275,34.75509691996627,100,high,60,27.17712299190561,3.351613044738769,14.596774101257324,0.2225806415081024
predicted_southwest_2023_5_865,southwest,33.20099083815827,-107.80620298752433,2023-05-15,31466.794860322516,85,369.8539665646776,40.89570101747344,100,high,68,26.56249294105137,4.112903118133545,13.377419471740724,0.4612903296947479
predicted_california_2023_5_882,california,33.59342769392443,-115.50476834038713,2023-05-15,30391.198995338265,85,359.8421227483143,40.94881459533866,100,high,68,28.019793704208936,4.070967674255371,17.15483856201172,0.08064516633749
predicted_southwest_2023_5_886,southwest,35.49253440421697,-108.03155913187263,2023-05-15,25585.3140927008,85,354.15770906807916,44.12206086247832,100,high,60,27.586437733299796,3.441935539245605,14.85161304473877,0.2935483753681183
predicted_california_2023_5_904,california,36.738930746137,-115.7230352211606,2023-05-15,27063.974070821438,85,371.4780279175975,33.24214769385856,100,high,60,26.7822491352844,3.5322580337524414,17.41290283203125,0.0516129024326801
predicted_southwest_2023_5_907,southwest,36.50010914945314,-111.89310248675152,2023-05-15,30018.09028959429,85,366.5435569059622,38.386870205548846,100,high,60,27.366656928647572,3.777419328689575,12.025806427001951,0.1709677428007125
predicted_california_2023_5_928,california,39.387317990265686,-117.15382628257471,2023-05-15,30599.49234637445,85,384.88884638754854,35.731990306244455,100,high,65,31.222913884504806,3.541935443878174,18.05806541442871,0.6451612710952759
predicted_california_2023_5_929,california,38.26054638708685,-115.02338514600116,2023-05-15,30668.44082719912,85,365.4527693221761,33.134095640151756,100,high,63,25.3335686217122,4.248387336730957,19.5612907409668,0.8580645322799683
predicted_americas_2023_6_1055,americas,26.537526581305553,-98.47816580198608,2023-06-15,31628.255490041764,85,369.61513499238407,37.70363687061174,100,high,68,38.92698910933258,4.886666774749756,28.649999618530277,1.306666612625122
predicted_americas_2023_6_1057,americas,28.70341011220588,-100.15340619388112,2023-06-15,33881.84793091307,85,351.6137632640047,38.53827340442128,100,high,60,42.63228160406323,3.873333215713501,29.61333274841309,2.1066668033599854
predicted_southwest_2023_6_1060,southwest,32.1308749503649,-104.12420192781202,2023-06-15,36712.919626297575,99,374.86137865495726,39.90437283844326,100,extreme,75,36.08003571218071,3.6466667652130127,9.59000015258789,0.6233333349227905
predicted_southwest_2023_6_1061,southwest,32.46209401540377,-102.15862773862611,2023-06-15,27463.48935921646,85,354.8203270078349,29.64277615416121,100,high,60,34.59311812616619,3.6066665649414062,10.646666526794434,1.0099999904632568
predicted_southwest_2023_6_1073,southwest,31.575691648433853,-113.72071022751649,2023-06-15,30993.069148401417,99,355.1752348463636,44.03762500953315,100,extreme,70,34.876780945692154,2.9600000381469727,14.463333129882812,0.0
predicted_southwest_2023_6_1074,southwest,34.485237013441704,-112.59585529860813,2023-06-15,34236.924784776435,99,377.8597409886546,41.766495854625845,100,extreme,70,30.77445379004319,3.303333282470703,13.81666660308838,0.0
predicted_southwest_2023_6_1075,southwest,32.8053892454412,-110.09035880618154,2023-06-15,37333.93524666833,99,394.60680332129135,43.167712032804786,100,extreme,80,38.96454284405639,3.4100000858306885,12.0600004196167,0.0
predicted_southwest_2023_6_1076,southwest,32.67504978571266,-109.08448648586672,2023-06-15,40413.33931073409,99,395.4705882782412,45.036372304431616,100,extreme,88,43.62084440115271,4.383333206176758,9.573333740234377,0.0
predicted_southwest_2023_6_1077,southwest,33.561011692312825,-107.38638578336752,2023-06-15,43193.177792285096,99,380.28565762777583,45.42596835172678,100,extreme,80,39.343641021272745,3.950000047683716,8.823333740234375,0.0666666701436042
predicted_southwest_2023_6_1078,southwest,32.17683150782881,-106.2058219011046,2023-06-15,39513.75606334984,99,389.14955333010226,45.114234058189375,100,extreme,80,41.02647207178775,3.629999876022339,9.276666641235352,0.4833333194255829
predicted_americas_2023_6_1079,americas,34.37195339608429,-101.89099771626812,2023-06-15,29260.258876196083,85,344.9585146905202,33.33060266645007,100,high,60,32.71087026914637,3.990000009536743,14.423333168029783,1.399999976158142
predicted_california_2023_6_1091,california,35.48323602763845,-120.3754639137142,2023-06-15,33234.42043231792,85,372.4389283904289,42.66349725001226,100,high,68,36.26999648792216,4.193333148956299,30.82999992370605,0.116666667163372
predicted_california_2023_6_1092,california,35.35750646529792,-116.30245652838124,2023-06-15,36758.997883553355,99,366.12713486569135,48.17019129232703,100,extreme,80,41.69923158887208,3.299999952316284,19.13999938964844,0.0
predicted_california_2023_6_1093,california,35.07236161371087,-114.35029806668166,2023-06-15,35872.17869236403,99,378.9824457285623,39.50909898742753,100,extreme,70,32.94334263398257,3.7899999618530273,11.853333473205566,0.0299999993294477
predicted_california_2023_6_1094,california,34.226305515814616,-114.09989403894086,2023-06-15,42288.77210375316,99,422.28910478008214,49.34545694332142,100,extreme,88,45.564504525690666,4.159999847412109,9.980000495910645,0.0266666673123836
predicted_southwest_2023_6_1095,southwest,34.06388017667787,-109.98759980342224,2023-06-15,37576.52661550975,99,382.1371495044785,50.876428000912156,100,extreme,88,45.428531949148336,4.440000057220459,12.43333339691162,0.0200000014156103
predicted_southwest_2023_6_1096,southwest,34.19575470787187,-110.01925216484203,2023-06-15,29790.391378203873,99,371.6940307491207,41.14100995094765,100,extreme,70,34.746565952661655,3.986666679382324,11.213333129882812,0.1066666692495346
predicted_southwest_2023_6_1097,southwest,34.09361086709411,-107.56785727196056,2023-06-15,36070.24347962531,99,383.101948560543,42.593754375255315,100,extreme,70,32.56552324635689,3.809999942779541,10.193333625793455,0.3233333230018616
predicted_southwest_2023_6_1098,southwest,35.8730495013616,-105.78409232177037,2023-06-15,28674.64197897094,99,379.21053128047924,42.11654015818074,100,extreme,70,38.049665481270765,3.7699999809265137,14.519999504089355,1.9366666078567505
predicted_california_2023_6_1115,california,37.21491571787294,-117.57606324647226,2023-06-15,37511.888754156695,99,362.69777873854514,42.669678272438816,100,extreme,80,36.13293384612799,3.1600000858306885,17.81333351135254,0.3199999928474426
predicted_california_2023_6_1116,california,35.74911760655277,-114.73979973119799,2023-06-15,34666.35446093187,99,359.8499156049291,44.991254545755616,100,extreme,80,42.28734310966172,2.993333339691162,10.876667022705078,0.3033333420753479
predicted_southwest_2023_6_1117,southwest,38.10703968225065,-113.87770941441515,2023-06-15,35404.35575711444,99,406.2530558026891,44.49368418168627,100,extreme,80,35.549163688395026,3.630000114440918,10.8100004196167,0.3633333146572113
predicted_southwest_2023_6_1118,southwest,36.271457222125626,-112.1468413244083,2023-06-15,42787.50631173192,99,372.30900975306776,47.40973124198539,100,extreme,88,43.604816909464944,4.130000114440918,10.826666831970217,0.1099999994039535
predicted_southwest_2023_6_1119,southwest,35.86320185820792,-107.57325961012506,2023-06-15,37193.79575206863,99,370.9184605139233,43.733397945585764,100,extreme,80,37.26848807951174,2.900000095367432,12.166666984558104,0.0866666659712791
predicted_southwest_2023_6_1120,southwest,38.14090133396644,-108.40543858852378,2023-06-15,34564.09818751292,99,372.6609201455511,48.06535571910604,100,extreme,75,38.740386570960084,3.990000009536743,15.983333587646484,0.949999988079071
predicted_california_2023_6_1136,california,40.04050407293355,-122.38748853951813,2023-06-15,35756.452570863024,99,379.79510562941306,44.118964323035215,100,extreme,75,35.332178393931684,6.056666851043701,35.68333435058594,0.0333333350718021
predicted_california_2023_6_1137,california,38.97232291182917,-121.27752339874672,2023-06-15,30225.252754674224,85,359.17113016125137,34.03776088556346,100,high,60,37.98591118512334,2.680000066757202,37.56666564941406,0.103333331644535
predicted_california_2023_6_1138,california,38.928643062767186,-117.71275607115173,2023-06-15,29333.632119036556,85,371.5680394891347,38.37871456530915,100,high,60,39.13843148827257,3.059999942779541,25.27666664123535,1.0399999618530271
predicted_california_2023_6_1139,california,39.2641066847658,-116.58175000181029,2023-06-15,34519.20304862318,99,382.67843694668113,41.916246010881,100,extreme,75,42.93571813086059,3.129999876022339,19.309999465942383,0.6866666674613953
predicted_california_2023_6_1140,california,39.96092622856269,-116.24903204528856,2023-06-15,31067.741098870487,85,360.26476618445804,36.9550645832813,100,high,65,33.74002910323058,3.756666660308838,18.59666633605957,0.5300000309944153
predicted_southwest_2023_6_1141,southwest,38.53031095449382,-111.66449304047481,2023-06-15,35682.66013909936,99,370.92421147339235,40.40584752565695,100,extreme,70,34.604399956988985,2.796666622161865,13.380000114440918,0.4866666793823242
predicted_southwest_2023_6_1143,southwest,39.18407922277461,-109.4719727981615,2023-06-15,30105.564441484083,99,366.9075609236727,39.27605528876582,100,extreme,70,30.25090338292057,2.9666666984558105,12.859999656677246,0.3900000154972076
predicted_southwest_2023_6_1166,southwest,41.99551210108819,-112.77237094539772,2023-06-15,29341.71302911319,85,365.21665411703566,36.21245312931704,100,high,65,38.4914654846134,2.033333301544189,26.43666648864746,0.5566666722297668
predicted_southwest_2023_6_1191,southwest,43.25784718417151,-114.87065821519491,2023-06-15,29159.991710487164,85,361.21503009818935,32.13273692653207,100,high,60,32.540902156295196,2.62666654586792,28.233333587646484,0.4433333277702331
predicted_americas_2023_6_1223,americas,46.354409800573215,-101.21022183599321,2023-06-15,28202.59643503362,85,360.7737428276083,38.55289829347018,100,high,60,35.33404011651925,3.799999952316284,29.48666763305664,3.7799999713897705
predicted_americas_2023_7_1266,americas,26.66287180417048,-100.38164562133935,2023-07-15,36713.43834559148,99,371.3806482008257,45.197014277731554,100,extreme,78,53.01043212604448,5.690322399139404,26.609678268432617,0.0
predicted_americas_2023_7_1269,americas,28.372605107506065,-96.95600012089476,2023-07-15,33615.097778643525,85,372.1670647258902,38.14257959130686,100,high,63,45.78224624127464,4.81290340423584,39.44193649291992,0.800000011920929
predicted_southwest_2023_7_1271,southwest,32.090210799373494,-104.2967708243647,2023-07-15,34451.18035096464,99,384.3995404142863,43.22688038205298,100,extreme,70,32.622562445214314,3.322580575942993,15.5,0.4096774160861969
predicted_southwest_2023_7_1272,southwest,31.849396574485933,-104.01408704550126,2023-07-15,34133.52076223532,99,380.68642219590083,36.75504671120782,100,extreme,70,31.90970626932632,3.919354915618897,17.261289596557617,0.4290322661399841
predicted_americas_2023_7_1273,americas,29.628700083850955,-101.93676631541594,2023-07-15,31195.469495319438,99,374.5709865064383,41.706042128951616,100,extreme,73,41.053013938865675,4.377419471740723,24.01935577392578,0.5354838371276855
predicted_americas_2023_7_1274,americas,30.95136444957937,-99.11220779592645,2023-07-15,35112.17989297349,99,386.2585266982771,38.41140924064629,100,extreme,78,35.78972613776304,4.209677219390869,22.8935489654541,0.3193548619747162
predicted_americas_2023_7_1276,americas,30.235978655393467,-95.72750289341636,2023-07-15,27930.455487884392,85,355.15044455122387,30.09109464470162,100,high,60,46.31821049532661,3.641935586929321,36.022579193115234,0.4967741668224334
predicted_california_2023_7_1284,california,32.50145376896559,-114.73151325296544,2023-07-15,35989.46201453861,99,356.4079873133668,38.234979828076945,100,extreme,70,34.12628228540649,3.458064556121826,10.751612663269045,0.0483870990574359
predicted_southwest_2023_7_1285,southwest,33.07520477438775,-112.37885148783273,2023-07-15,38815.959515610266,99,386.46045343428733,41.67547591054576,100,extreme,80,37.950585121687524,3.454838752746582,13.135483741760254,0.02580645121634
predicted_southwest_2023_7_1286,southwest,31.78566934166811,-112.47376301693184,2023-07-15,34364.97841852127,99,372.8978447865822,46.9991066863344,100,extreme,70,34.29348208918425,3.364516019821167,14.645161628723145,0.4677419364452362
predicted_southwest_2023_7_1287,southwest,32.57395063786115,-108.9289930728328,2023-07-15,29807.88083213661,85,358.5875817893147,32.43049412864173,100,high,60,34.67778297644392,3.3483870029449463,10.916129112243652,1.080645203590393
predicted_southwest_2023_7_1288,southwest,31.621679170607713,-108.35879806035723,2023-07-15,33511.513266088856,99,366.7423090453184,46.61329644173577,100,extreme,75,42.40699063933921,2.838709592819214,10.79677391052246,0.7548387050628662
predicted_southwest_2023_7_1289,southwest,31.757805335698674,-104.82333238298011,2023-07-15,37035.93983003294,99,385.6524712397473,49.54274279994266,100,extreme,80,37.15356723360112,3.4838709831237797,15.62580680847168,0.3935483992099762
predicted_americas_2023_7_1290,americas,32.7128396728384,-101.7564842339185,2023-07-15,27483.071715585073,85,380.78873764700376,39.16619073535,100,high,68,31.927088607156037,4.4193549156188965,18.200000762939453,1.1161290407180786
predicted_americas_2023_7_1291,americas,31.920217106362795,-99.60131315489778,2023-07-15,33070.09674328089,85,359.7159677825175,36.73462680465445,100,high,68,40.050043065155236,4.003225803375244,23.870967864990234,1.8387097120285036
predicted_americas_2023_7_1292,americas,33.22469238901829,-98.87268628380451,2023-07-15,29977.691779625977,85,383.8459780033147,38.0099399384447,100,high,60,36.876031640262084,3.590322494506836,23.525806427001957,1.2774193286895752
predicted_california_2023_7_1302,california,33.69020993161576,-119.40256475774169,2023-07-15,39531.04584283708,99,378.0799872973858,43.19938732624311,100,extreme,80,45.420193511891604,3.4645161628723145,11.409677505493164,0.0
predicted_california_2023_7_1303,california,35.15818508656455,-118.0397038667235,2023-07-15,27438.390096842013,85,355.1172627530331,28.841652700488424,100,high,60,29.946625694380025,3.019354820251465,8.551612854003906,0.0
predicted_california_2023_7_1304,california,35.661477639014095,-115.00913067489367,2023-07-15,31550.161314216795,99,364.3964684394016,39.47392547681548,100,extreme,70,30.870250520554077,3.7580645084381104,9.883871078491213,0.0
predicted_southwest_2023_7_1305,southwest,36.1472034518996,-112.01745408919851,2023-07-15,29263.500219494585,85,363.6245086862561,34.95522388267112,100,high,60,30.87632105959244,3.116128921508789,10.5,1.3903225660324097
predicted_southwest_2023_7_1306,southwest,35.67655687705862,-110.50379982160528,2023-07-15,35837.11382731449,99,360.3664135673448,43.27407417479462,100,extreme,80,35.311712690478664,3.3741936683654785,11.629032135009766,0.1290322542190551
predicted_southwest_2023_7_1307,southwest,35.93948032987072,-109.46850667160471,2023-07-15,27055.09872462599,85,364.66066748278604,37.72786219008108,100,high,60,29.21507847079605,2.9677419662475586,10.167741775512695,0.1387096792459488
predicted_southwest_2023_7_1308,southwest,34.55264665828976,-105.66481496467607,2023-07-15,38877.14213411988,99,387.5695273612782,44.59942279364253,100,extreme,80,37.32991356431002,2.587096691131592,10.006451606750488,0.2387096881866455
predicted_southwest_2023_7_1309,southwest,35.97877142190088,-103.79440030550691,2023-07-15,31956.088869048206,99,362.52897246332935,35.47750325019475,100,extreme,70,38.74481401639538,3.4677419662475586,16.02903175354004,1.4290322065353394
predicted_southwest_2023_7_1310,southwest,33.774640619815365,-103.89075158467443,2023-07-15,34183.70740101572,85,366.2528896207003,35.26097911913738,100,high,68,38.284415757361245,4.545161247253418,22.993547439575195,1.2451612949371338
predicted_california_2023_7_1324,california,38.402252861816905,-121.64580167255603,2023-07-15,31347.01724857953,99,361.3302654356745,40.12907345504538,100,extreme,70,31.874926521514574,3.503225803375244,17.24838638305664,0.0
predicted_california_2023_7_1325,california,36.485344469672825,-118.77801840583203,2023-07-15,31134.93570214137,85,356.5201045040442,28.242399455649053,100,high,60,29.27100297532151,2.0064516067504883,11.503226280212402,0.0
predicted_california_2023_7_1326,california,36.02101084142561,-118.2680884849189,2023-07-15,32621.63932968216,99,368.43806099902804,39.325239307193435,100,extreme,70,32.170222431757466,3.4387097358703613,8.032258033752441,0.0451612882316112
predicted_california_2023_7_1327,california,37.84375261578695,-115.27929240791393,2023-07-15,27745.077667048598,85,362.1743908072584,35.198423345447004,100,high,60,28.087191773215782,3.225806474685669,6.59354829788208,0.0
predicted_southwest_2023_7_1328,southwest,37.45078042086214,-112.25758024337199,2023-07-15,32950.339371746704,99,374.1264136144297,38.71050153055644,100,extreme,70,31.530067853003896,3.454838752746582,7.561290264129639,0.1322580724954605
predicted_southwest_2023_7_1329,southwest,36.969244243718926,-110.41563394552095,2023-07-15,32026.828660598694,99,383.801232895854,41.67806622914631,100,extreme,70,31.984826093023525,3.609677314758301,9.37419319152832,0.2709677517414093
predicted_southwest_2023_7_1330,southwest,37.1407477471724,-107.51168205786382,2023-07-15,34653.8921218856,99,382.2610458533407,41.5778325418744,100,extreme,70,34.413400718607804,2.635483980178833,9.954838752746582,0.145161285996437
predicted_southwest_2023_7_1331,southwest,37.6322624291763,-107.63771065498938,2023-07-15,30856.777358272342,85,344.2065483792974,35.61246161598808,100,high,60,25.61011947395519,3.480645179748535,13.27419376373291,0.2290322631597519
predicted_southwest_2023_7_1333,southwest,38.46365884252973,-103.53020554150474,2023-07-15,31834.56307637135,85,384.7768409089981,41.7829365954099,100,high,68,35.077741932387774,4.067741870880127,27.95161247253418,2.774193525314331
predicted_california_2023_7_1347,california,38.599999619741055,-123.44063577643264,2023-07-15,33739.10961841364,99,378.72794158529206,43.00304400034772,100,extreme,75,33.30611344430076,7.2645158767700195,22.09354782104492,0.0
predicted_california_2023_7_1348,california,40.44983202199542,-119.91538649916714,2023-07-15,29908.662866304458,85,349.8115753062535,36.080049395714674,100,high,60,27.602114514509935,2.377419233322144,19.725807189941406,0.0
predicted_california_2023_7_1349,california,37.607210905024694,-119.28471279648305,2023-07-15,32543.697301423534,99,372.824497640556,37.82684450463349,100,extreme,70,34.084321494919614,2.7612903118133545,13.106451988220217,0.1096774190664291
predicted_california_2023_7_1350,california,40.08797781915459,-117.93504452230007,2023-07-15,35829.8736572068,99,391.73842020366703,41.84535732497952,100,extreme,80,39.43981197741516,2.9612903594970703,10.474193572998049,0.1096774190664291
predicted_california_2023_7_1351,california,39.222909556504426,-115.24590643466931,2023-07-15,35044.4911979159,99,379.48418742784423,42.68432887444214,100,extreme,80,35.11338679862867,3.8290321826934814,10.970967292785645,0.2000000029802322
predicted_southwest_2023_7_1352,southwest,38.802729588356016,-113.35140523776079,2023-07-15,31229.942735474404,99,371.05075971208294,35.484802429288884,100,extreme,70,33.25395233781665,2.748387098312378,10.316128730773926,0.36129030585289
predicted_southwest_2023_7_1353,southwest,39.66265631203265,-109.74958790140798,2023-07-15,30984.075530172726,99,390.54095582923645,41.37842517690703,100,extreme,70,31.85983543815533,3.022580623626709,13.08709716796875,0.3774193525314331
predicted_southwest_2023_7_1354,southwest,38.946890155061354,-108.19780714215108,2023-07-15,31506.873295460176,99,374.18215078266195,41.701991430959886,100,extreme,70,34.68089006450108,2.567741870880127,9.46774196624756,0.0
predicted_southwest_2023_7_1355,southwest,40.10715304503223,-106.95603736572062,2023-07-15,34988.828840180475,99,368.7284397054327,42.92949310831867,100,extreme,70,36.195256619929815,3.954838752746582,21.974193572998047,0.2129032164812088
predicted_southwest_2023_7_1356,southwest,40.18898892282102,-103.56591131908975,2023-07-15,24923.106950235655,85,349.43691869524247,35.491614205209366,100,high,60,35.45169969303826,3.177419424057007,28.8258056640625,2.209677457809448
predicted_oregon_washington_2023_7_1372,oregon_washington,42.0622648473237,-122.83921703150826,2023-07-15,29659.267065615582,85,350.88217712331357,35.778259973789474,100,high,60,37.023423300010315,2.541935443878174,31.864517211914062,0.0
predicted_california_2023_7_1374,california,40.240802790424496,-120.09446325474099,2023-07-15,31752.31950262548,99,367.23040905772837,43.074321401995036,100,extreme,70,30.76421989140263,3.138709783554077,11.04838752746582,0.0
predicted_oregon_washington_2023_7_1375,oregon_washington,42.1113592710325,-116.9439143700239,2023-07-15,38817.8749937772,99,370.0293967263674,41.82824561393969,100,extreme,80,38.122172642167534,3.0741934776306152,12.025806427001951,0.0483870953321456
predicted_california_2023_7_1376,california,40.83502533222296,-115.71370434372652,2023-07-15,36177.65320889337,99,379.73253698827074,43.02630453427578,100,extreme,80,36.958490042312356,2.829032182693481,16.870967864990234,0.2161290347576141
predicted_california_2023_7_1377,california,41.04356162900404,-114.44495203485438,2023-07-15,35081.284885599336,99,373.47389841708554,41.21825532962329,100,extreme,70,33.824538073747505,2.2354838848114014,14.570967674255373,0.1677419394254684
predicted_southwest_2023_7_1379,southwest,41.27796212151975,-110.38615047930986,2023-07-15,26466.922342110058,85,371.6729071738378,26.539493533277927,100,high,60,31.611467774034317,3.541935443878174,17.13225746154785,1.045161247253418
predicted_southwest_2023_7_1380,southwest,39.98968118497003,-106.68555350964049,2023-07-15,31868.11090369874,85,372.3431173767077,35.20279643816612,100,high,63,29.555582426265318,4.177419185638428,19.67096710205078,0.7096773982048035
